s-gold-supplier-year-icon,unit,title,title href,icon-link,icon-link href,cd href,vr,vr href,ui2-tag href,ui2-tag-body,ui2-tag href 2,ui2-tag-body 2,ui2-tag href 3,ui2-tag-body 3,img-thumb href,product,product 2,product 3,product 4,img-thumb href 2,product 5,product 6,product 7,product 8,img-thumb href 3,product 9,product 10,product 11,name,seller-star-level__container href,name 2,value,name 3,ellipsis,name 4,ellipsis 2,name 5,value 3,ellipsis 3,ellipsis 4,ellipsis 5,lab,lab 2,num,button href,alitalk-unit
13,YRS,"Nanjing Foinoe Co., Ltd.",http://foinoe-2.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://foinoe-2.en.alibaba.com/contactinfo.html,Video,http://foinoe-2.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/XY-6S-10-10L-font-b_1600189638636.html,XY-6S-10 10L   for sale,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/XY-6S-10-Medical-grade-10L_1600150470224.html,XY-6S-10 Medical grade 10L 96% electric portable mobile,concentrator,Oxygen,Concentrator,https://www.alibaba.com/product-detail/10l-15l-font-b-Oxygen-b_1600215053471.html,10l 15l     10l Portable   9l 10l,Oxygen,Concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Dental Unit,Dental Cabinet,Dental Microscope,Dental X-Ray,Dental Autoclave",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 52%,Africa 17%,North America 17%,Transactions(6 months),23,"$20,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200693293&chkCompanyIds_f=IDX1elgrLoLjEl2tXB0vzyi8vahPJGQGtwRM_md2uTYjxlnnNdDgJAsUu8D8FKQyiJYi&tracelog=contactOrg,Chat Now!
3,YRS,"Yuanju Medical Co., Ltd.",http://yuanjumedic.en.alibaba.com/company_profile.html#top-nav-bar,,,http://yuanjumedic.en.alibaba.com/contactinfo.html,Video,http://yuanjumedic.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Yuwell-9F-3AW-3L-font-b_1600279255872.html,Yuwell 9F -3AW 3L   with remote control,oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/YuWell-9F-5AW-Home-Medical-Portable_62538492184.html,YuWell 9F-5AW Home Medical Portable 5L   with Remote Control,Concentrator,Oxygen,Concentrator,https://www.alibaba.com/product-detail/Yuwell-7F-10W-Hospital-font-b_1600121873396.html,Yuwell-7F-10W Hospital   10L -,Oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,",blood pressure machine,medical trolley,stainless steel trolley,patient bed",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 30%,Western Europe 20%,Southeast Asia 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=246886347&chkCompanyIds_f=IDX10Sf6RAMck04wFcjhiP9c53VkBizXTK-SEMef1kRt0iGXGN9JbXOxIlL6uLroz5z8&tracelog=contactOrg,Leave Messages
1,YR,"Shenzhen Oxy Genator Technology Develop Co., Ltd.",http://aurboic.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://aurboic.en.alibaba.com/contactinfo.html,Video,http://aurboic.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(12 Year),https://activity.alibaba.com/sale/suppliertags.html,Full Customization,https://www.alibaba.com/product-detail/Intelligent-font-b-Oxygen-b-font_1600199477337.html,Intelligent   Household Portable   concentrador de oxigeno (CE FCC),Oxygen,Concentrator,Oxygen,https://www.alibaba.com/product-detail/Factory-price-portable-font-b-oxygen_1600198475064.html,Factory price portable   YK1002,Concentrator,oxygen,concentrator,https://www.alibaba.com/product-detail/Hot-sale-high-quality-1L-3L_1600207907639.html,Hot sale high quality 1L 3L 5L 10L physical therapy equipments portable   for other healthcare supply,oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Massager, Machine,Sterilizer,Ultrasonic Scaler",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 60%,Western Europe 35%,North America 5%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=257427098&chkCompanyIds_f=IDX1GXz9H-kdPPkX5SqHt2RfvFCFmJSjs51Y4HqegV9YWWR_wn83GGFzO2Nf8qlRmBAW&tracelog=contactOrg,Chat Now!
9,YRS,"Shenzhen A-Faith Technology Co., Ltd.",http://afaith.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://afaith.en.alibaba.com/contactinfo.html,Video,http://afaith.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Hot-sale-high-quality-high-flow_1600223575846.html,Hot sale high quality high flow heated respiratory humidifier nf5  machine Cheap price   with CE,oxygen,oxygen,concentrator,https://www.alibaba.com/product-detail/CE-ISO-Certifacate-wholesale-Price-portable_1600186148774.html,CE/ISO Certifacate wholesale Price portable   Hight Purity 5L   prices,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/HOT-SALE-PORTABLE-font-b-Oxygen_1600279602143.html,HOT SALE PORTABLE   10l Medical High flow Noise Reduction for Hospital JAY-10 Dual Flows,concentrator,Oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Getein Immunoassay Analyzer,Hemoglobin Meter,Distinguish Bands,Hematology Analyzer Reagent,Sunction Catheter",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 40%,South America 15%,Southeast Asia 10%,Transactions(6 months),122,"$200,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=230382678&chkCompanyIds_f=IDX1dPA0nMq8CoY4PNc-gNOwWMYd-9MPLSuyKu-fsLxwgPtqSrh99-CMOokPAIqEZjLF&tracelog=contactOrg,Chat Now!
1,YR,"Guangzhou Century Tianze Trading Co., Ltd.",http://tianzecare.en.alibaba.com/company_profile.html#top-nav-bar,,,http://tianzecare.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Factory-Hotsale-1-5L-Yuwell-Portable_1600232605351.html,Factory Hotsale 1-5L Yuwell Portable   Generator Medical Apparatus for Medical and Home Use with CE ISO,Oxygen,Concentrator,oxygen,https://www.alibaba.com/product-detail/High-flow-font-b-oxygen-b_1600237071455.html,High flow   10l portable medical oxgen-,concentrator,concentrator,oxygen,https://www.alibaba.com/product-detail/Home-use-portable-font-b-oxygen_1600236790375.html,Home use portable   medical - 5l,concentrator,oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"IVD,POCT,MEDICAL IMAGE,MEDICAL CONSUMABLES,BEAUTY EQUIPMENT",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 20%,South America 20%,Southeast Asia 20%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=252155128&chkCompanyIds_f=IDX1wc23pzJ3PTn1_1oVGqUGhKan7ObKiZKL83goXOKSr33UDNZ5hGAe2dRHDzPZx2-C&tracelog=contactOrg,Leave Messages
1,YR,"Sichuan Hytrun Medical Co., Ltd.",http://hytrun.en.alibaba.com/company_profile.html#top-nav-bar,,,http://hytrun.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/2021-Hot-Sales-DEDAKJ-DE-1A_1600202001476.html,2021 Hot Sales DEDAKJ DE-1A 1-7L high purity portable medical household,oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/CE-Professional-Oxigen-Generator-5l-Medical_1600208102012.html,CE Professional Oxigen Generator 5l Medical - Low Noise 5l 7l Home Portable 5 liter,concentrator,Oxygen,Concentrator,https://www.alibaba.com/product-detail/2021-Hot-Sales-DE-2A-2_1600200097019.html,2021 Hot Sales DE-2A 2-9L Cheap Portable  Generators Portable travel  oxygenerator with Factory price function,Oxygen,oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"MEDICAL CONSUMABLE,MEDICAL EQUIPMENT,LABORATORY EQUIPMENT,LABORATORY CONSUMABLES,DENTAL PRODUCTS",Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,", 
                                                                                                                                ,",Northern Europe 30%,Africa 30%,Southeast Asia 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=255938834&chkCompanyIds_f=IDX1q4KXD2IK6_gISuDooYVfQnMsPfDytxGtCHCedrKHAn-7F25zB9Z3WRlCYJ_aPjPU&tracelog=contactOrg,Chat Now!
3,YRS,"Changsha Dinyi Medical Technology Co., Ltd.",http://dinyi.en.alibaba.com/company_profile.html#top-nav-bar,,,http://dinyi.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Cheap-Price-font-b-Oxygen-b_1600084826712.html,Cheap Price   24 Hours China Respirox,Oxygen,Concentrator,Oxygen,https://www.alibaba.com/product-detail/China-cpap-factory-supplies-medical-equipment_1600096298919.html,China cpap factory supplies medical equipment cpap machine china with,Concentrator,oxygen,concentrator,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Forehead Thermometer,Pulse Oximeter,Infusion Syringe Pump,Patient Monitor,",Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 30%,Eastern Asia 12%,South Asia 10%,Transactions(6 months),9,"$7,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=246948128&chkCompanyIds_f=IDX1d-Z43e7A1-GFxgEIE0PkEfHkbdVMjsGvPyy0N_ZzkIeTx2T6mtXu6Y2l_fVM3mxd&tracelog=contactOrg,Chat Now!
12,YRS,"Yiwu Medco Health Care Co., Ltd.",http://medco.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://medco.en.alibaba.com/contactinfo.html,Video,http://medco.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Supplier Assessment Procedures,https://activity.alibaba.com/sale/suppliertags.html,Global Export Expertise,https://activity.alibaba.com/sale/suppliertags.html,Centralized Procurement Available,https://www.alibaba.com/product-detail/Hot-sale-high-quality-Portable-5L10L_1600286726568.html,Hot sale high quality Portable 5L10L   for medical,oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/Hpositbal-Use-Dual-Flow-font-b_1600378102095.html,Hpositbal Use Dual Flow  Generator Medical 10 Liter,Oxygen,Concentrator,oxygen,https://www.alibaba.com/product-detail/Portable-Dual-flow-font-b-oxygen_1600378085117.html,Portable Dual flow   - medical 10l,concentrator,oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,Medical Equipment,Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 32%,Mid East 28%,South America 11%,Transactions(6 months),215,"$430,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200726349&chkCompanyIds_f=IDX1PHwojQnhRw3Ftw2XcVjhhUdRtG-Npof4F83s-HOWvTXmoV_3flhSsxfripqfjmWJ&tracelog=contactOrg,Chat Now!
2,YRS,"Foshan Galacc Trading Co., Ltd.",http://galacc.en.alibaba.com/company_profile.html#top-nav-bar,,,http://galacc.en.alibaba.com/contactinfo.html,Video,http://galacc.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/2021-Hot-Sale-7L-Mini-Portable_1600272633541.html,2021 Hot Sale 7L Mini Portable oxigeno portatil 7lts   generator 7 6 5L for home care,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/New-Design-Hot-Sale-household-Portable_1600230238145.html,New Design Hot Sale household Portable   7L for Home Use  generator,concentrator,oxygen,oxygen,https://www.alibaba.com/product-detail/2021-New-Design-Hot-Sale-Mini_1600272669440.html,2021 New Design Hot Sale Mini Portable   7L for home use portable and 2 persons oxygeno generator price,concentrator,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"obturation system,pulp tester,contra angle,handpiece,endo motor",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Mid East 30%,Southeast Asia 20%,Eastern Europe 20%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=255793006&chkCompanyIds_f=IDX152Gr9eOVGBt3FTXPFPrDsGJI3M89GrvfBVrl1rm88tknMuaB5hIDH_kKCUfvtOp0&tracelog=contactOrg,Chat Now!
8,YRS,"Shanghai Flower Medical Equipment Co., Ltd.",http://flower-med.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://flower-med.en.alibaba.com/contactinfo.html,Video,http://flower-med.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Customization From Samples,https://activity.alibaba.com/sale/suppliertags.html,Onsite Material Inspection,https://activity.alibaba.com/sale/suppliertags.html,Supplier Assessment Procedures,https://www.alibaba.com/product-detail/New-style-in-stock-font-b_1600188358100.html,New style in stock   5L/8L/10L portable Oxygenerator concentradordor de oxig 10 litr oxigen,Oxygen,concentrator,concentrator,https://www.alibaba.com/product-detail/Cheap-Medical-font-b-Oxygen-b_1600193444623.html,Cheap Medical   In Stock 5L/8L/10L/20L Commercial Portable   For Home,Oxygen,Concentrator,Oxygen,https://www.alibaba.com/product-detail/Portable-5-10-Liters-Medical-font_1600149859147.html,Portable 5 10 Liters Medical  Generator Apparatus For Hospital 1L 8L 20L Mobile   For Home Used,Concentrator,Oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,Operation Lamp/Operation Table/Medical Pendant/Hospital Bed/Hospital Furniture,Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 38%,Africa 20%,South America 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=231499270&chkCompanyIds_f=IDX1IEahOg8W3dgr-8ufbKTatN0lG4bH7a8lbNou_nSQoFbWIcb2tyzhTAoW52GO7r-a&tracelog=contactOrg,Chat Now!
2,YRS,"SHENZHEN AFKMED CO.,LTD",http://everestglomed.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://everestglomed.en.alibaba.com/contactinfo.html,Video,http://everestglomed.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://activity.alibaba.com/sale/suppliertags.html,Total Floorspace (111㎡),https://activity.alibaba.com/sale/suppliertags.html,"Annual Export US $30,000,000",https://www.alibaba.com/product-detail/10L-Pure-breathing-up-to-96_1600231870252.html,10L Pure breathing up to 96% purity LCD display   10l portable   price list,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/Hospital-Level-Home-therapy-10-liter_1600185504270.html,Hospital Level Home therapy 10 liter medical   machine manufacturer price portable   10l 5l,concentrator,oxygen,concentrator,https://www.alibaba.com/product-detail/Sample-Available-font-b-concentrator-b_1600231794776.html,Sample Available   10l from china   10 lite concentradoress de oxig 10 litr,oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Blood Pressure Monitor,Blood Glucose Meter, ,Lase Therapy Products,POCT Solutions",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 20%,Western Europe 15%,Southeast Asia 11%,Transactions(6 months),52,"$1,100,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=252378156&chkCompanyIds_f=IDX1CKXTlodF_SAa2Knad68U11-GxispzpRVb5BBYS0HYBGxLiYVOii0Nwkw52JV2jFp&tracelog=contactOrg,Chat Now!
6,YRS,"Shenzhen Tungs Electronic Co., Ltd.",http://cn1501493058.en.alibaba.com/company_profile.html#top-nav-bar,,,http://cn1501493058.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/10L-medical-hospital-use-home-use_1600266546067.html,10L medical hospital use home use   10L XY-6S-10,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/10L-medical-font-b-oxygen-b_1600340132015.html,10L medical   hospital use home use   10L XY-6S-10,concentrator,oxygen,concentrator,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,",5L,10L, generator",Country/Region:,China,Top 3 Markets:,Northern Europe 15%,,", 
                                                                                                                                ,",North America 15%,South America 10%,,Transactions(6 months),48,"$580,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=218375956&chkCompanyIds_f=IDX1bv_5zxda1dH6Wq-1OHebv4Qdtstwsw9WWAtYLEewKc3lfVqE2UCKx7n5aG0mp8VI&tracelog=contactOrg,Chat Now!
